date,card_id,name,set_name,set_id,rarity,card_number,release_date,market_price,low_price,mid_price,high_price,tcgplayer_url
2026-06-23,rsv10pt5-156,Stoutland,White Flare,rsv10pt5,Illustration Rare,156,2025/07/18,35.84,20.99,44.0,209.9,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-156
2026-06-23,sv10-238,Team Rocket's Giovanni,Destined Rivals,sv10,Special Illustration Rare,238,2025/05/30,35.76,33.54,40.8,334.9,https://prices.pokemontcg.io/tcgplayer/sv10-238
2026-06-23,sv5-184,Drampa,Temporal Forces,sv5,Illustration Rare,184,2024/03/22,35.59,30.0,39.52,139.43,https://prices.pokemontcg.io/tcgplayer/sv5-184
2026-06-23,zsv10pt5-148,Pidove,Black Bolt,zsv10pt5,Illustration Rare,148,2025/07/18,35.34,40.91,49.99,158.9,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-148
2026-06-23,rsv10pt5-96,Tepig,White Flare,rsv10pt5,Illustration Rare,96,2025/07/18,35.31,31.0,42.37,224.9,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-96
2026-06-23,me1-183,Acerola's Mischief,Mega Evolution,me1,Special Illustration Rare,183,2025/09/26,35.28,33.0,40.15,335.7,https://prices.pokemontcg.io/tcgplayer/me1-183
2026-06-23,sv8-242,Alolan Exeggutor ex,Surging Sparks,sv8,Special Illustration Rare,242,2024/11/08,35.14,28.0,38.96,284.4,https://prices.pokemontcg.io/tcgplayer/sv8-242
2026-06-23,zsv10pt5-118,Solosis,Black Bolt,zsv10pt5,Illustration Rare,118,2025/07/18,34.88,33.98,44.42,215.3,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-118
2026-06-23,zsv10pt5-91,Petilil,Black Bolt,zsv10pt5,Illustration Rare,91,2025/07/18,34.76,33.0,37.95,141.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-91
2026-06-23,sv3pt5-205,Mew ex,151,sv3pt5,Hyper Rare,205,2023/09/22,34.57,27.12,37.97,148.65,https://prices.pokemontcg.io/tcgplayer/sv3pt5-205
2026-06-23,sv2-194,Heracross,Paldea Evolved,sv2,Illustration Rare,194,2023/06/09,34.35,33.13,39.92,183.4,https://prices.pokemontcg.io/tcgplayer/sv2-194
2026-06-23,sv10-241,Cynthia's Garchomp ex,Destined Rivals,sv10,Hyper Rare,241,2025/05/30,34.34,33.0,37.99,306.4,https://prices.pokemontcg.io/tcgplayer/sv10-241
2026-06-23,sv6-181,Hisuian Growlithe,Twilight Masquerade,sv6,Illustration Rare,181,2024/05/24,34.29,29.65,37.96,370.4,https://prices.pokemontcg.io/tcgplayer/sv6-181
2026-06-23,sv6-218,Kieran,Twilight Masquerade,sv6,Special Illustration Rare,218,2024/05/24,34.25,30.0,36.96,253.5,https://prices.pokemontcg.io/tcgplayer/sv6-218
2026-06-23,sv10-190,Ethan's Typhlosion,Destined Rivals,sv10,Illustration Rare,190,2025/05/30,34.02,29.37,37.77,9999.0,https://prices.pokemontcg.io/tcgplayer/sv10-190
2026-06-23,sv4-211,Aipom,Paradox Rift,sv4,Illustration Rare,211,2023/11/03,33.93,27.63,36.25,89.49,https://prices.pokemontcg.io/tcgplayer/sv4-211
2026-06-23,rsv10pt5-109,Ducklett,White Flare,rsv10pt5,Illustration Rare,109,2025/07/18,33.89,35.0,45.25,162.6,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-109
2026-06-23,sv6pt5-79,Bewear,Shrouded Fable,sv6pt5,Illustration Rare,79,2024/08/02,33.88,27.5,36.0,162.99,https://prices.pokemontcg.io/tcgplayer/sv6pt5-79
2026-06-23,sv6-210,Sinistcha ex,Twilight Masquerade,sv6,Special Illustration Rare,210,2024/05/24,33.73,25.0,40.24,218.86,https://prices.pokemontcg.io/tcgplayer/sv6-210
2026-06-23,zsv10pt5-144,Cobalion,Black Bolt,zsv10pt5,Illustration Rare,144,2025/07/18,33.69,33.69,60.03,207.6,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-144
2026-06-23,sv8pt5-163,Pecharunt ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,163,2025/01/17,33.32,27.9,35.55,291.3,https://prices.pokemontcg.io/tcgplayer/sv8pt5-163
2026-06-23,zsv10pt5-150,Unfezant,Black Bolt,zsv10pt5,Illustration Rare,150,2025/07/18,33.31,33.0,39.98,182.71,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-150
2026-06-23,rsv10pt5-95,Virizion,White Flare,rsv10pt5,Illustration Rare,95,2025/07/18,32.95,30.0,34.99,257.3,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-95
2026-06-23,zsv10pt5-115,Eelektross,Black Bolt,zsv10pt5,Illustration Rare,115,2025/07/18,32.91,31.0,36.49,181.9,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-115
2026-06-23,sv10-203,Team Rocket's Meowth,Destined Rivals,sv10,Illustration Rare,203,2025/05/30,32.84,27.99,35.0,236.38,https://prices.pokemontcg.io/tcgplayer/sv10-203
2026-06-23,sv10-235,Arven's Mabosstiff ex,Destined Rivals,sv10,Special Illustration Rare,235,2025/05/30,32.63,28.99,35.87,298.99,https://prices.pokemontcg.io/tcgplayer/sv10-235
2026-06-23,sv8-246,Lisia's Appeal,Surging Sparks,sv8,Special Illustration Rare,246,2024/11/08,32.63,28.69,35.4,269.9,https://prices.pokemontcg.io/tcgplayer/sv8-246
2026-06-23,sv5-176,Arbok,Temporal Forces,sv5,Illustration Rare,176,2024/03/22,32.59,24.89,37.0,180.44,https://prices.pokemontcg.io/tcgplayer/sv5-176
2026-06-23,sv5-180,Lickitung,Temporal Forces,sv5,Illustration Rare,180,2024/03/22,32.55,23.06,37.88,177.9,https://prices.pokemontcg.io/tcgplayer/sv5-180
2026-06-23,sv2-216,Tinkatink,Paldea Evolved,sv2,Illustration Rare,216,2023/06/09,32.29,26.22,35.7,94.99,https://prices.pokemontcg.io/tcgplayer/sv2-216
2026-06-23,sv2-219,Sudowoodo,Paldea Evolved,sv2,Illustration Rare,219,2023/06/09,32.11,30.0,36.28,77.0,https://prices.pokemontcg.io/tcgplayer/sv2-219
2026-06-23,zsv10pt5-153,Cinccino,Black Bolt,zsv10pt5,Illustration Rare,153,2025/07/18,32.04,27.07,36.62,146.49,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-153
2026-06-23,zsv10pt5-87,Snivy,Black Bolt,zsv10pt5,Illustration Rare,87,2025/07/18,31.9,31.53,39.66,210.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-87
2026-06-23,sv4pt5-237,Iono,Paldean Fates,sv4pt5,Special Illustration Rare,237,2024/01/26,31.75,28.99,34.01,157.8,https://prices.pokemontcg.io/tcgplayer/sv4pt5-237
2026-06-23,zsv10pt5-89,Pansage,Black Bolt,zsv10pt5,Illustration Rare,89,2025/07/18,31.31,20.0,33.35,9999.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-89
2026-06-23,sv10-239,Ethan's Ho-Oh ex,Destined Rivals,sv10,Hyper Rare,239,2025/05/30,31.28,27.35,32.52,9999.0,https://prices.pokemontcg.io/tcgplayer/sv10-239
2026-06-23,sv4-213,Swablu,Paradox Rift,sv4,Illustration Rare,213,2023/11/03,31.19,28.44,33.33,192.26,https://prices.pokemontcg.io/tcgplayer/sv4-213
2026-06-23,zsv10pt5-134,Scolipede,Black Bolt,zsv10pt5,Illustration Rare,134,2025/07/18,30.83,30.0,35.87,75.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-134
2026-06-23,sv2-261,Chien-Pao ex,Paldea Evolved,sv2,Special Illustration Rare,261,2023/06/09,30.79,27.99,35.57,197.11,https://prices.pokemontcg.io/tcgplayer/sv2-261
2026-06-23,rsv10pt5-168,Jellicent ex,White Flare,rsv10pt5,Special Illustration Rare,168,2025/07/18,30.77,26.24,35.12,271.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-168
2026-06-23,sv3-198,Gloom,Obsidian Flames,sv3,Illustration Rare,198,2023/08/11,30.68,22.0,31.0,96.95,https://prices.pokemontcg.io/tcgplayer/sv3-198
2026-06-23,zsv10pt5-131,Landorus,Black Bolt,zsv10pt5,Illustration Rare,131,2025/07/18,30.63,29.51,38.14,219.5,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-131
2026-06-23,sv4pt5-236,Clive,Paldean Fates,sv4pt5,Special Illustration Rare,236,2024/01/26,30.55,28.0,33.78,166.6,https://prices.pokemontcg.io/tcgplayer/sv4pt5-236
2026-06-23,zsv10pt5-141,Klinklang,Black Bolt,zsv10pt5,Illustration Rare,141,2025/07/18,30.33,30.0,34.9,50.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-141
2026-06-23,me2-129,Dawn,Phantasmal Flames,me2,Special Illustration Rare,129,2025/11/14,30.3,27.95,33.0,500.0,https://prices.pokemontcg.io/tcgplayer/me2-129
2026-06-23,sv6pt5-71,Cresselia,Shrouded Fable,sv6pt5,Illustration Rare,71,2024/08/02,30.25,27.99,35.15,205.5,https://prices.pokemontcg.io/tcgplayer/sv6pt5-71
2026-06-23,rsv10pt5-165,Whimsicott ex,White Flare,rsv10pt5,Special Illustration Rare,165,2025/07/18,30.19,29.95,36.06,219.5,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-165
2026-06-23,rsv10pt5-115,Zebstrika,White Flare,rsv10pt5,Illustration Rare,115,2025/07/18,29.92,29.91,35.0,189.69,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-115
2026-06-23,sv1-206,Wiglett,Scarlet & Violet,sv1,Illustration Rare,206,2023/03/31,29.82,11.5,33.0,97.73,https://prices.pokemontcg.io/tcgplayer/sv1-206
2026-06-23,sv5-182,Minccino,Temporal Forces,sv5,Illustration Rare,182,2024/03/22,29.71,21.03,33.21,1000.0,https://prices.pokemontcg.io/tcgplayer/sv5-182
2026-06-23,sv5-209,Bianca's Devotion,Temporal Forces,sv5,Special Illustration Rare,209,2024/03/22,29.52,26.97,32.5,147.6,https://prices.pokemontcg.io/tcgplayer/sv5-209
2026-06-23,sv1-251,Miriam,Scarlet & Violet,sv1,Special Illustration Rare,251,2023/03/31,29.5,24.49,32.95,1500.0,https://prices.pokemontcg.io/tcgplayer/sv1-251
2026-06-23,sv10-237,Team Rocket's Ariana,Destined Rivals,sv10,Special Illustration Rare,237,2025/05/30,29.26,25.91,31.45,292.5,https://prices.pokemontcg.io/tcgplayer/sv10-237
2026-06-23,sv5-207,Iron Boulder ex,Temporal Forces,sv5,Special Illustration Rare,207,2024/03/22,29.11,25.0,31.13,162.2,https://prices.pokemontcg.io/tcgplayer/sv5-207
2026-06-23,rsv10pt5-135,Terrakion,White Flare,rsv10pt5,Illustration Rare,135,2025/07/18,29.01,28.0,35.99,205.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-135
2026-06-23,rsv10pt5-151,Druddigon,White Flare,rsv10pt5,Illustration Rare,151,2025/07/18,28.97,29.43,33.61,128.26,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-151
2026-06-23,sv4-196,Joltik,Paradox Rift,sv4,Illustration Rare,196,2023/11/03,28.84,28.61,37.42,149.7,https://prices.pokemontcg.io/tcgplayer/sv4-196
2026-06-23,sv8pt5-175,Lacey,Prismatic Evolutions,sv8pt5,Special Illustration Rare,175,2025/01/17,28.83,26.0,32.04,312.1,https://prices.pokemontcg.io/tcgplayer/sv8pt5-175
2026-06-23,sv6-211,Teal Mask Ogerpon ex,Twilight Masquerade,sv6,Special Illustration Rare,211,2024/05/24,28.83,25.3,30.63,208.5,https://prices.pokemontcg.io/tcgplayer/sv6-211
2026-06-23,sv1-244,Miraidon ex,Scarlet & Violet,sv1,Special Illustration Rare,244,2023/03/31,28.76,22.0,33.55,210.64,https://prices.pokemontcg.io/tcgplayer/sv1-244
2026-06-23,sv8pt5-159,Sandy Shocks ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,159,2025/01/17,28.15,24.0,30.68,261.8,https://prices.pokemontcg.io/tcgplayer/sv8pt5-159
2026-06-23,sv10-228,Yanmega ex,Destined Rivals,sv10,Special Illustration Rare,228,2025/05/30,27.91,22.81,30.51,9999.0,https://prices.pokemontcg.io/tcgplayer/sv10-228
2026-06-23,sv8pt5-173,Janine's Secret Art,Prismatic Evolutions,sv8pt5,Special Illustration Rare,173,2025/01/17,27.86,26.9,31.78,9999.0,https://prices.pokemontcg.io/tcgplayer/sv8pt5-173
2026-06-23,zsv10pt5-146,Fraxure,Black Bolt,zsv10pt5,Illustration Rare,146,2025/07/18,27.79,31.98,47.31,201.5,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-146
2026-06-23,sv3pt5-177,Machoke,151,sv3pt5,Illustration Rare,177,2023/09/22,27.68,22.0,29.58,250.0,https://prices.pokemontcg.io/tcgplayer/sv3pt5-177
2026-06-23,sv4-201,Minior,Paradox Rift,sv4,Illustration Rare,201,2023/11/03,27.0,23.98,29.4,40.12,https://prices.pokemontcg.io/tcgplayer/sv4-201
2026-06-23,zsv10pt5-108,Alomomola,Black Bolt,zsv10pt5,Illustration Rare,108,2025/07/18,26.94,26.85,30.99,133.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-108
2026-06-23,sv4-246,Golisopod ex,Paradox Rift,sv4,Special Illustration Rare,246,2023/11/03,26.8,23.74,29.18,181.22,https://prices.pokemontcg.io/tcgplayer/sv4-246
2026-06-23,rsv10pt5-101,Litwick,White Flare,rsv10pt5,Illustration Rare,101,2025/07/18,26.7,24.99,32.03,169.52,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-101
2026-06-23,sv6pt5-75,Zorua,Shrouded Fable,sv6pt5,Illustration Rare,75,2024/08/02,26.55,19.99,30.0,160.75,https://prices.pokemontcg.io/tcgplayer/sv6pt5-75
2026-06-23,sv9-161,Articuno,Journey Together,sv9,Illustration Rare,161,2025/03/28,26.49,23.13,30.0,166.3,https://prices.pokemontcg.io/tcgplayer/sv9-161
2026-06-23,me2-106,Meowth,Phantasmal Flames,me2,Illustration Rare,106,2025/11/14,25.9,22.0,28.44,189.48,https://prices.pokemontcg.io/tcgplayer/me2-106
2026-06-23,rsv10pt5-123,Cofagrigus,White Flare,rsv10pt5,Illustration Rare,123,2025/07/18,25.86,25.19,29.99,197.4,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-123
2026-06-23,sv6pt5-93,Pecharunt ex,Shrouded Fable,sv6pt5,Special Illustration Rare,93,2024/08/02,25.63,22.18,28.95,297.5,https://prices.pokemontcg.io/tcgplayer/sv6pt5-93
2026-06-23,rsv10pt5-139,Scrafty,White Flare,rsv10pt5,Illustration Rare,139,2025/07/18,25.48,20.0,31.32,208.5,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-139
2026-06-23,sv8-197,Ceruledge,Surging Sparks,sv8,Illustration Rare,197,2024/11/08,25.21,22.0,27.06,165.0,https://prices.pokemontcg.io/tcgplayer/sv8-197
2026-06-23,zsv10pt5-152,Minccino,Black Bolt,zsv10pt5,Illustration Rare,152,2025/07/18,25.16,24.0,29.0,144.79,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-152
2026-06-23,sv1-213,Fidough,Scarlet & Violet,sv1,Illustration Rare,213,2023/03/31,25.15,20.0,30.0,338.43,https://prices.pokemontcg.io/tcgplayer/sv1-213
2026-06-23,me1-133,Bulbasaur,Mega Evolution,me1,Illustration Rare,133,2025/09/26,25.11,21.99,27.06,248.53,https://prices.pokemontcg.io/tcgplayer/me1-133
2026-06-23,sv1-214,Greavard,Scarlet & Violet,sv1,Illustration Rare,214,2023/03/31,24.94,21.0,28.85,500.0,https://prices.pokemontcg.io/tcgplayer/sv1-214
2026-06-23,zsv10pt5-168,Excadrill ex,Black Bolt,zsv10pt5,Special Illustration Rare,168,2025/07/18,24.87,23.0,30.0,190.0,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-168
2026-06-23,sv3-225,Pidgeot ex,Obsidian Flames,sv3,Special Illustration Rare,225,2023/08/11,24.77,17.91,25.99,75.0,https://prices.pokemontcg.io/tcgplayer/sv3-225
2026-06-23,sv2-208,Frigibax,Paldea Evolved,sv2,Illustration Rare,208,2023/06/09,24.64,20.0,29.0,130.87,https://prices.pokemontcg.io/tcgplayer/sv2-208
2026-06-23,rsv10pt5-124,Gothita,White Flare,rsv10pt5,Illustration Rare,124,2025/07/18,24.54,22.99,29.77,183.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-124
2026-06-23,sv8pt5-145,Teal Mask Ogerpon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,145,2025/01/17,24.41,22.0,26.89,9999.0,https://prices.pokemontcg.io/tcgplayer/sv8pt5-145
2026-06-23,sv5-171,Reuniclus,Temporal Forces,sv5,Illustration Rare,171,2024/03/22,24.37,8.5,27.0,50.21,https://prices.pokemontcg.io/tcgplayer/sv5-171
2026-06-23,sv8-245,Jasmine's Gaze,Surging Sparks,sv8,Special Illustration Rare,245,2024/11/08,24.3,19.5,25.99,200.9,https://prices.pokemontcg.io/tcgplayer/sv8-245
2026-06-23,me1-186,Wally's Compassion,Mega Evolution,me1,Special Illustration Rare,186,2025/09/26,24.07,21.36,26.73,666.0,https://prices.pokemontcg.io/tcgplayer/me1-186
2026-06-23,me2-127,Mega Sharpedo ex,Phantasmal Flames,me2,Special Illustration Rare,127,2025/11/14,23.72,20.0,26.69,279.9,https://prices.pokemontcg.io/tcgplayer/me2-127
2026-06-23,sv4-249,Iron Valiant ex,Paradox Rift,sv4,Special Illustration Rare,249,2023/11/03,23.63,20.0,27.21,184.47,https://prices.pokemontcg.io/tcgplayer/sv4-249
2026-06-23,sv1-247,Koraidon ex,Scarlet & Violet,sv1,Special Illustration Rare,247,2023/03/31,23.53,19.65,26.59,164.7,https://prices.pokemontcg.io/tcgplayer/sv1-247
2026-06-23,sv2-197,Floragato,Paldea Evolved,sv2,Illustration Rare,197,2023/06/09,23.49,17.65,25.0,144.72,https://prices.pokemontcg.io/tcgplayer/sv2-197
2026-06-23,sv7-172,Lacey,Stellar Crown,sv7,Special Illustration Rare,172,2024/09/13,23.47,16.0,21.19,167.6,https://prices.pokemontcg.io/tcgplayer/sv7-172
2026-06-23,sv6pt5-95,Pecharunt ex,Shrouded Fable,sv6pt5,Hyper Rare,95,2024/08/02,23.41,18.5,24.23,188.0,https://prices.pokemontcg.io/tcgplayer/sv6pt5-95
2026-06-23,rsv10pt5-138,Scraggy,White Flare,rsv10pt5,Illustration Rare,138,2025/07/18,23.28,20.0,26.73,999.99,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-138
2026-06-23,me1-134,Ivysaur,Mega Evolution,me1,Illustration Rare,134,2025/09/26,23.14,20.99,25.0,207.8,https://prices.pokemontcg.io/tcgplayer/me1-134
2026-06-23,sv6-186,Tatsugiri,Twilight Masquerade,sv6,Illustration Rare,186,2024/05/24,23.02,20.0,25.94,359.6,https://prices.pokemontcg.io/tcgplayer/sv6-186
2026-06-23,sv4-186,Magby,Paradox Rift,sv4,Illustration Rare,186,2023/11/03,22.65,18.89,25.6,177.91,https://prices.pokemontcg.io/tcgplayer/sv4-186
2026-06-23,sv3pt5-174,Nidoking,151,sv3pt5,Illustration Rare,174,2023/09/22,22.24,19.5,24.99,199.36,https://prices.pokemontcg.io/tcgplayer/sv3pt5-174
2026-06-23,rsv10pt5-141,Garbodor,White Flare,rsv10pt5,Illustration Rare,141,2025/07/18,22.09,19.0,25.0,150.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-141
2026-06-23,sv4-247,Tapu Koko ex,Paradox Rift,sv4,Special Illustration Rare,247,2023/11/03,22.02,19.99,24.4,74.99,https://prices.pokemontcg.io/tcgplayer/sv4-247
2026-06-23,rsv10pt5-106,Dewott,White Flare,rsv10pt5,Illustration Rare,106,2025/07/18,22.02,17.21,24.99,151.3,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-106
2026-06-23,sv9-182,Volcanion ex,Journey Together,sv9,Special Illustration Rare,182,2025/03/28,22.01,20.0,24.34,203.9,https://prices.pokemontcg.io/tcgplayer/sv9-182
2026-06-23,sv7-168,Galvantula ex,Stellar Crown,sv7,Special Illustration Rare,168,2024/09/13,21.98,16.0,24.99,143.3,https://prices.pokemontcg.io/tcgplayer/sv7-168
2026-06-23,sv2-202,Crocalor,Paldea Evolved,sv2,Illustration Rare,202,2023/06/09,21.88,18.0,22.15,126.62,https://prices.pokemontcg.io/tcgplayer/sv2-202
2026-06-23,sv3pt5-203,Erika's Invitation,151,sv3pt5,Special Illustration Rare,203,2023/09/22,21.82,19.25,23.99,180.0,https://prices.pokemontcg.io/tcgplayer/sv3pt5-203
2026-06-23,zsv10pt5-114,Eelektrik,Black Bolt,zsv10pt5,Illustration Rare,114,2025/07/18,21.78,20.69,25.03,191.62,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-114
2026-06-23,zsv10pt5-112,Emolga,Black Bolt,zsv10pt5,Illustration Rare,112,2025/07/18,21.78,19.9,26.07,118.2,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-112
2026-06-23,sv2-209,Arctibax,Paldea Evolved,sv2,Illustration Rare,209,2023/06/09,21.74,10.0,25.0,108.65,https://prices.pokemontcg.io/tcgplayer/sv2-209
2026-06-23,zsv10pt5-125,Timburr,Black Bolt,zsv10pt5,Illustration Rare,125,2025/07/18,21.71,19.99,30.32,104.9,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-125
2026-06-23,sv6pt5-90,Okidogi ex,Shrouded Fable,sv6pt5,Special Illustration Rare,90,2024/08/02,21.7,17.0,23.92,203.1,https://prices.pokemontcg.io/tcgplayer/sv6pt5-90
2026-06-23,sv3pt5-172,Caterpie,151,sv3pt5,Illustration Rare,172,2023/09/22,21.7,14.99,22.95,1000.0,https://prices.pokemontcg.io/tcgplayer/sv3pt5-172
2026-06-23,sv6pt5-97,Powerglass,Shrouded Fable,sv6pt5,Hyper Rare,97,2024/08/02,21.68,19.25,24.33,275.9,https://prices.pokemontcg.io/tcgplayer/sv6pt5-97
2026-06-23,sv2-205,Eiscue,Paldea Evolved,sv2,Illustration Rare,205,2023/06/09,21.68,18.0,24.91,153.8,https://prices.pokemontcg.io/tcgplayer/sv2-205
2026-06-23,sv3pt5-178,Tangela,151,sv3pt5,Illustration Rare,178,2023/09/22,21.45,16.23,22.97,142.48,https://prices.pokemontcg.io/tcgplayer/sv3pt5-178
2026-06-23,me1-138,Vulpix,Mega Evolution,me1,Illustration Rare,138,2025/09/26,21.4,15.99,21.4,139.0,https://prices.pokemontcg.io/tcgplayer/me1-138
2026-06-23,sv2-206,Quaxly,Paldea Evolved,sv2,Illustration Rare,206,2023/06/09,21.39,16.85,24.83,102.7,https://prices.pokemontcg.io/tcgplayer/sv2-206
2026-06-23,zsv10pt5-145,Axew,Black Bolt,zsv10pt5,Illustration Rare,145,2025/07/18,21.33,19.5,25.02,137.8,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-145
2026-06-23,sv1-208,Pachirisu,Scarlet & Violet,sv1,Illustration Rare,208,2023/03/31,21.16,17.46,22.99,132.92,https://prices.pokemontcg.io/tcgplayer/sv1-208
2026-06-23,zsv10pt5-94,Karrablast,Black Bolt,zsv10pt5,Illustration Rare,94,2025/07/18,21.14,19.5,23.07,99.99,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-94
2026-06-23,rsv10pt5-91,Deerling,White Flare,rsv10pt5,Illustration Rare,91,2025/07/18,21.07,20.49,25.0,146.3,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-91
2026-06-23,rsv10pt5-136,Purrloin,White Flare,rsv10pt5,Illustration Rare,136,2025/07/18,21.04,19.95,24.99,139.8,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-136
2026-06-23,zsv10pt5-109,Cubchoo,Black Bolt,zsv10pt5,Illustration Rare,109,2025/07/18,21.03,19.94,23.0,122.6,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-109
2026-06-23,sv3-207,Pidgey,Obsidian Flames,sv3,Illustration Rare,207,2023/08/11,20.97,16.25,22.24,110.58,https://prices.pokemontcg.io/tcgplayer/sv3-207
2026-06-23,zsv10pt5-95,Foongus,Black Bolt,zsv10pt5,Illustration Rare,95,2025/07/18,20.91,18.99,21.99,123.2,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-95
2026-06-23,rsv10pt5-117,Galvantula,White Flare,rsv10pt5,Illustration Rare,117,2025/07/18,20.88,20.49,24.94,155.0,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-117
2026-06-23,sv2-268,Grusha,Paldea Evolved,sv2,Special Illustration Rare,268,2023/06/09,20.84,17.0,22.04,155.0,https://prices.pokemontcg.io/tcgplayer/sv2-268
2026-06-23,zsv10pt5-116,Munna,Black Bolt,zsv10pt5,Illustration Rare,116,2025/07/18,20.81,16.0,22.86,113.3,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-116
2026-06-23,sv8pt5-174,Kieran,Prismatic Evolutions,sv8pt5,Special Illustration Rare,174,2025/01/17,20.78,19.0,23.0,212.3,https://prices.pokemontcg.io/tcgplayer/sv8pt5-174
2026-06-23,sv2-265,Boss's Orders (Ghetsis),Paldea Evolved,sv2,Special Illustration Rare,265,2023/06/09,20.75,18.0,22.0,383.4,https://prices.pokemontcg.io/tcgplayer/sv2-265
2026-06-23,sv6pt5-96,Earthen Vessel,Shrouded Fable,sv6pt5,Hyper Rare,96,2024/08/02,20.69,16.0,22.04,209.8,https://prices.pokemontcg.io/tcgplayer/sv6pt5-96
2026-06-23,sv9-167,N's Reshiram,Journey Together,sv9,Illustration Rare,167,2025/03/28,20.69,18.1,26.97,149.99,https://prices.pokemontcg.io/tcgplayer/sv9-167
2026-06-23,me1-146,Marshadow,Mega Evolution,me1,Illustration Rare,146,2025/09/26,20.62,17.0,21.75,300.0,https://prices.pokemontcg.io/tcgplayer/me1-146
2026-06-23,sv5-212,Salvatore,Temporal Forces,sv5,Special Illustration Rare,212,2024/03/22,20.53,17.4,20.46,117.8,https://prices.pokemontcg.io/tcgplayer/sv5-212
2026-06-23,sv2-200,Pyroar,Paldea Evolved,sv2,Illustration Rare,200,2023/06/09,20.48,13.99,20.48,89.4,https://prices.pokemontcg.io/tcgplayer/sv2-200
2026-06-23,sv2-199,Fletchinder,Paldea Evolved,sv2,Illustration Rare,199,2023/06/09,20.45,19.0,23.29,29.07,https://prices.pokemontcg.io/tcgplayer/sv2-199
2026-06-23,sv8pt5-148,Hearthflame Mask Ogerpon ex,Prismatic Evolutions,sv8pt5,Special Illustration Rare,148,2025/01/17,20.25,18.0,22.89,194.2,https://prices.pokemontcg.io/tcgplayer/sv8pt5-148
2026-06-23,sv4-207,Brute Bonnet,Paradox Rift,sv4,Illustration Rare,207,2023/11/03,19.98,15.0,22.8,242.59,https://prices.pokemontcg.io/tcgplayer/sv4-207
2026-06-23,sv9-188,Iono's Bellibolt ex,Journey Together,sv9,Hyper Rare,188,2025/03/28,19.88,16.0,21.3,121.1,https://prices.pokemontcg.io/tcgplayer/sv9-188
2026-06-23,zsv10pt5-135,Sandile,Black Bolt,zsv10pt5,Illustration Rare,135,2025/07/18,19.84,17.0,21.94,94.25,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-135
2026-06-23,sv6pt5-91,Munkidori ex,Shrouded Fable,sv6pt5,Special Illustration Rare,91,2024/08/02,19.63,17.0,22.0,159.9,https://prices.pokemontcg.io/tcgplayer/sv6pt5-91
2026-06-23,sv7-152,Milcery,Stellar Crown,sv7,Illustration Rare,152,2024/09/13,19.58,14.99,20.59,118.82,https://prices.pokemontcg.io/tcgplayer/sv7-152
